Cell Typeold,Effect ID,Platform,Experiment ID,Term,platform_id,comparison_id,Estimate Up Down,stage,Group Size,Disease Name,fdr,significant
lymphatic endothelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.002735853,TRUE
mast cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.004911369,TRUE
regulatory T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.026179268,TRUE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.160474487,FALSE
capillary endothelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.160474487,FALSE
innate lymphoid cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.346582995,FALSE
conventional dendritic cell 2,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.469665189,FALSE
artery endothelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.518885136,FALSE
Schwann cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.543010456,FALSE
conventional dendritic cell 1,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.559482125,FALSE
naive CD8+ T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.588958311,FALSE
endothelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.626939489,FALSE
naive CD4+ T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.686675373,FALSE
dendritic cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.716519051,FALSE
effector memory CD8+ T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.820216216,FALSE
malignant enteroendocrine cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Down,datasets,24 | 24,io_colorectal_cancer,0.916543128,FALSE
malignant enterocyte,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,1.29E-06,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,1.84E-06,TRUE
cancer associated fibroblast,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,2.13E-05,TRUE
pericyte,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,3.78E-05,TRUE
monocyte,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.002950215,TRUE
T peripheral helper,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.004061937,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.005908043,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.010824054,TRUE
malignant intestine goblet cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.017108288,TRUE
macrophage,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.045864105,TRUE
natural killer cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.04795123,TRUE
plasmacytoid dendritic cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.050141252,TRUE
fibroblast,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.088310122,TRUE
intestinal tuft cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.221773234,FALSE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.389184727,FALSE
T-cytotoxic 17 cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.454348862,FALSE
endothelial tip cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.461936938,FALSE
vein endothelial cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.543010456,FALSE
malignant immature intestine goblet cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.543010456,FALSE
migratory conventional dendritic cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.559482125,FALSE
intestine goblet cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.626939489,FALSE
gamma-delta T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.656781927,FALSE
naive B cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.746212763,FALSE
T follicular helper cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.921808839,FALSE
T-helper 17 cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,2.60E-06,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,2.78E-05,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,8.25E-05,TRUE
naive CD4+ T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000151801,TRUE
intestinal epithelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000240978,TRUE
enterocyte,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000301335,TRUE
smooth muscle cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000467469,TRUE
naive B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000666172,TRUE
mature B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.000666172,TRUE
enteroendocrine cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.001597615,TRUE
germinal center B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.001993172,TRUE
S2 fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.00367059,TRUE
lymphatic endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.008089059,TRUE
mast cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.011176232,TRUE
S3 fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.012484975,TRUE
immature intestine goblet cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.015702285,TRUE
vein endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.0161213,TRUE
conventional dendritic cell 1,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.048813554,TRUE
transit amplifying cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.049883572,TRUE
conventional dendritic cell 2,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.05369779,TRUE
Schwann cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.057748796,TRUE
plasma cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.065180487,TRUE
dendritic cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.069898888,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.100596159,FALSE
capillary endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.102516233,FALSE
artery endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.134785188,FALSE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.173970503,FALSE
intestine goblet cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.183417474,FALSE
endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.401501777,FALSE
plasmacytoid dendritic cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.421955355,FALSE
gamma-delta T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.421955355,FALSE
natural killer cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.571758401,FALSE
naive CD8+ T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.617691903,FALSE
T follicular helper cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.67610118,FALSE
malignant intestinal epithelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,9.56E-07,TRUE
pericyte,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,2.60E-06,TRUE
malignant enterocyte,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,2.60E-06,TRUE
cancer associated fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.000643735,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.001993172,TRUE
regulatory T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.008243777,TRUE
T-cytotoxic 17 cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.012218607,TRUE
malignant intestine goblet cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.013090984,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.013090984,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.013429277,TRUE
macrophage,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.017641818,TRUE
intestinal tuft cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.020509116,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.022378657,TRUE
effector memory CD8+ T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.048813554,TRUE
monocyte,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.071405543,TRUE
endothelial tip cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.421955355,FALSE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.486810967,FALSE
fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.528729867,FALSE
innate lymphoid cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.601648285,FALSE
T peripheral helper,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.735217312,FALSE
S2 fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,5.51E-07,TRUE
immature intestine goblet cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,1.25E-06,TRUE
S3 fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,2.99E-06,TRUE
enterocyte,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,3.94E-06,TRUE
intestinal epithelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,6.90E-06,TRUE
smooth muscle cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,3.68E-05,TRUE
enteroendocrine cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,4.71E-05,TRUE
intestine goblet cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,4.76E-05,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000132125,TRUE
plasma cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000134438,TRUE
conventional dendritic cell 2,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000332665,TRUE
lymphatic endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000599852,TRUE
mast cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.016329583,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.021108035,TRUE
Schwann cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.071435636,TRUE
vein endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.098658524,TRUE
T peripheral helper,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.098658524,TRUE
naive B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.098658524,TRUE
dendritic cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.130168793,FALSE
innate lymphoid cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.173628006,FALSE
conventional dendritic cell 1,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.20345704,FALSE
T-cytotoxic 17 cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.417639616,FALSE
T follicular helper cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.484946565,FALSE
plasmacytoid dendritic cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.484946565,FALSE
effector memory CD8+ T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.484946565,FALSE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.484946565,FALSE
T-helper 17 cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.570514266,FALSE
artery endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.604935025,FALSE
