Cell Typeold,Effect ID,Platform,Experiment ID,Term,platform_id,comparison_id,Estimate Up Down,stage,Group Size,Disease Name,fdr,significant
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.080321912,TRUE
Macro_NLRP3,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.203564581,TRUE
Tfh-Th1,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.370771606,TRUE
pDC_LILRA4,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.481000003,TRUE
natural killer cell,tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.568669005,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE25070,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE25070__GPL6883__tumor_vs_tumor_adjacent,Up,datasets,24 | 24,io_colorectal_cancer,0.578703627,TRUE
Macro_LYVE1,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,8.53E-06,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,2.64E-05,TRUE
regulatory T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,8.13E-05,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,8.99E-05,TRUE
fat cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.00184652,TRUE
mast cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.002621462,TRUE
cDC1_CLEC9A,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.00397255,TRUE
Tk,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.00635635,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.006909405,TRUE
Macro_IL1B,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.023483173,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.028318671,TRUE
Macro_SPP1,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.02848113,TRUE
macrophage,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.056811846,TRUE
endothelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.098470509,TRUE
class switched memory B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.257417977,TRUE
stromal cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.276491934,TRUE
mature B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.296373025,TRUE
mesenchymal cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.338112435,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.456289545,TRUE
natural killer cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.467640388,TRUE
plasma cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.519237116,TRUE
cDC3_LAMP3,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.571201132,TRUE
"CD14-positive, CD16-negative classical monocyte",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Down,datasets,31 | 31,io_colorectal_cancer,0.891315133,TRUE
fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,8.53E-06,TRUE
Macro_INHBA,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,1.61E-05,TRUE
CD8+ resident-memory T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,5.75E-05,TRUE
Macro_C1QC,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.00028768,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.000539335,TRUE
gamma-delta T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.000800941,TRUE
Macro_ISG15,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.002017779,TRUE
cancer-associated fibroblast,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.032273017,TRUE
neutrophil,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.045573173,TRUE
epithelial cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.154208026,TRUE
Macro_NLRP3,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.182121933,TRUE
pDC_LILRA4,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.205261234,TRUE
Tfh-Th1,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.257225939,TRUE
T-helper 17 cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.257225939,TRUE
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.467640388,TRUE
memory B cell,tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.558793261,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.866444802,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE31279,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31279__GPL6104__tumor_vs_tumor_adjacent,Up,datasets,31 | 31,io_colorectal_cancer,0.976886582,TRUE
Macro_LYVE1,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,1.39E-07,TRUE
Tk,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,6.73E-07,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,6.73E-07,TRUE
macrophage,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,1.55E-06,TRUE
Macro_IL1B,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,2.27E-06,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,6.55E-06,TRUE
natural killer cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,8.47E-06,TRUE
plasma cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,2.00E-05,TRUE
cDC3_LAMP3,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,2.79E-05,TRUE
"CD14-positive, CD16-negative classical monocyte",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,5.29E-05,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,6.69E-05,TRUE
mature B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,7.85E-05,TRUE
cDC1_CLEC9A,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000131435,TRUE
mast cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000265873,TRUE
class switched memory B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000824545,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.000832902,TRUE
fat cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.002685124,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.006894258,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.010918913,TRUE
Tfh-Th1,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.042244551,TRUE
pDC_LILRA4,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.042244551,TRUE
regulatory T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.077490412,TRUE
memory B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.09613021,TRUE
endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.098831861,TRUE
Macro_SPP1,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.352672058,TRUE
T-helper 17 cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.415962243,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.415962243,TRUE
stromal cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.857887135,TRUE
neutrophil,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.889734238,TRUE
mesenchymal cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.93115225,TRUE
Macro_INHBA,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,1.39E-07,TRUE
CD8+ resident-memory T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,1.89E-07,TRUE
fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,1.43E-05,TRUE
cancer-associated fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,5.29E-05,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.000153031,TRUE
epithelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.006922354,TRUE
Macro_NLRP3,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.018948184,TRUE
gamma-delta T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.124581697,TRUE
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.22750952,TRUE
Macro_C1QC,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.32642312,TRUE
Macro_ISG15,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.656545755,TRUE
Tk,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.05E-16,TRUE
Macro_LYVE1,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.05E-16,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.05E-16,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.05E-16,TRUE
cDC3_LAMP3,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.95E-16,TRUE
Macro_IL1B,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,3.47E-16,TRUE
regulatory T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.29E-15,TRUE
plasma cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.36E-15,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.36E-15,TRUE
mast cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.71E-15,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.70E-14,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.05E-14,TRUE
fat cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,5.61E-14,TRUE
endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.51E-13,TRUE
mature B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.93E-13,TRUE
macrophage,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.44E-12,TRUE
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.26E-12,TRUE
natural killer cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.59E-11,TRUE
class switched memory B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.59E-11,TRUE
T-helper 17 cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,6.85E-11,TRUE
"CD14-positive, CD16-negative classical monocyte",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.94E-10,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,6.78E-09,TRUE
pDC_LILRA4,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.62E-07,TRUE
cDC1_CLEC9A,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.14E-06,TRUE
Macro_SPP1,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,8.05E-06,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,9.55E-06,TRUE
Macro_ISG15,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,8.45E-05,TRUE
memory B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.000117497,TRUE
